target,message,message_len,message_clean,target_encoded
ham,E admin building there? I might b slightly earlier... I'll call u when i'm reaching...,15,e admin build might b slight earlier ill call reach,0
ham,"fyi I'm at usf now, swing by the room whenever",10,fyi usf swing room whenev,0
ham,i can call in  &lt;#&gt;  min if thats ok,11,call ltgt min ok,0
ham,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear,15,ummmmmaah mani mani happi return day dear sweet heart happi birthday dear,0
ham,ÌÏ no home work to do meh... ,8,ìï home work meh,0
ham,Anything is valuable in only 2 situations: First- Before getting it... Second- After loosing it...,15,anyth valuabl situat first get second loo,0
ham,Me too. Mark is taking forever to pick up my prescription and the pain is coming back.,17,mark take forev pick prescript pain come back,0
ham,How's ur paper?,3,ur paper,0
ham,Got smaller capacity one? Quite ex...,6,got smaller capac one quit ex,0
spam,Check Out Choose Your Babe Videos @ sms.shsex.netUN fgkslpoPW fgkslpo,10,check choo babe video smsshsexnetun fgkslpopw fgkslpo,1
ham,Im good! I have been thinking about you...,8,good think,0
spam,u r a winner U ave been specially selected 2 receive å£1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810710p/min (18 ),29,r winner ave special select receiv å£ cash holiday flight inc speak live oper claim,1
ham,:-) :-),2,,0
ham,Not thought bout it... || Drink in tap & spile at seven. || Is that pub on gas st off broad st by canal. || Ok?,26,thought bout drink tap spile seven pub gas st broad st canal ok,0
ham,I am going to sleep. I am tired of travel.,10,go sleep tire travel,0
ham,"Haha, just what I was thinkin",6,haha thinkin,0
ham,Yup but it's not giving me problems now so mayb i'll jus leave it...,14,yup give problem mayb ill jus leav,0
ham,Lol no. Just trying to make your day a little more interesting,12,lol tri make day littl interest,0
ham,"How long before you get reply, just defer admission til next semester",12,long get repli defer admiss til next semest,0
ham,"The word \Checkmate\"" in chess comes from the Persian phrase \""Shah Maat\"" which means; \""the king is dead..\"" Goodmorning.. Have a good day..:)""",23,word checkmat chess come persian phrase shah maat mean king dead goodmorn good day,0
ham,Po de :-):):-):-):-). No need job aha.,7,po de need job aha,0
ham,Rats. Hey did u ever vote for the next themes?,10,rat hey ever vote next theme,0
spam,"New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today! From ONLY å£1. www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION.",22,new mobil must go txt nokia collect today å£ txtauction,1
ham,I hope your pee burns tonite.,6,hope pee burn tonit,0
ham,"OH RITE. WELL IM WITH MY BEST MATE PETE, WHO I WENT OUT WITH 4 A WEEK+ NOW WERE 2GEVA AGAIN. ITS BEEN LONGER THAN A WEEK.",27,oh rite well best mate pete went week longer week,0
ham,Yay can't wait to party together!,6,yay cant wait parti togeth,0
ham,....photoshop makes my computer shut down.,6,photoshop make comput shut,0
ham,All boys made fun of me today. Ok i have no problem. I just sent one message just for fun,20,boy made fun today ok problem sent one messag fun,0
ham,That's one of the issues but california is okay. No snow so its manageable,14,one issu california okay snow manag,0
spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203652 Identifier Code: 42810 Expires 29/10/0,20,privat account statement show unredeem point call identifi code expir,1
ham,"Hmmm.... Mayb can try e shoppin area one, but forgot e name of hotel...",14,hmmm mayb tri e shoppin area one forgot e name hotel,0
ham,"Awesome, that gonna be soon or later tonight?",8,awesom gonna soon later tonight,0
ham,I need details about that online job.,7,need detail onlin job,0
spam,YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a å£150 prize. To collect is easy. Just call 09061743386 ,26,valu vodafon custom comput pick win å£ prize collect easi call,1
ham,Missing you too.pray inshah allah,5,miss toopray inshah allah,0
ham,Pls help me tell Ashley that i cant find her number oh,12,pls help tell ashley cant find number oh,0
ham,I am in escape theatre now. . Going to watch KAVALAN in a few minutes,15,escap theatr go watch kavalan minut,0
ham,S.this will increase the chance of winning.,7,sthis increa chanc win,0
ham,either way works for me. I am  &lt;#&gt;  years old. Hope that doesnt bother you.,17,either way work ltgt year old hope doesnt bother,0
ham,Maybe you should find something else to do instead???,9,mayb find someth el instead,0
ham,Gain the rights of a wife.dont demand it.i am trying as husband too.Lets see,14,gain right wifedont demand iti tri husband toolet see,0
ham,I liked your new house,5,like new hous,0
ham,I'm fine. Hope you are also,6,fine hope also,0
ham,"Also north carolina and texas atm, you would just go to the gre site and pay for the test results to be sent.",23,also north carolina texa atm would go gre site pay test result sent,0
ham,Same to u...,3,,0
ham,yes baby! I need to stretch open your pussy!,9,yes babi need stretch open pussi,0
ham,Thanks  and ! Or bomb and date as my phone wanted to say! ,15,thank bomb date phone want say,0
ham,Ok...,1,ok,0
ham,"Hey, a guy I know is breathing down my neck to get him some bud, anyway you'd be able to get a half track to usf tonight?",27,hey guy know breath neck get bud anyway youd abl get half track usf tonight,0
ham,"\Response\"" is one of d powerful weapon 2 occupy a place in others 'HEART'... So",15,respon one power weapon occupi place heart,0
ham,Nokia phone is lovly..,4,nokia phone lovli,0
spam,**FREE MESSAGE**Thanks for using the Auction Subscription Service. 18 . 150p/MSGRCVD 2 Skip an Auction txt OUT. 2 Unsubscribe txt STOP CustomerCare 08718726270,23,free messagethank use auction subscript servic skip auction txt unsubscrib txt stop customercar,1
spam,Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines!,13,bore housew chat n date btnation rate landlin,1
ham,Sorry da..today i wont come to play..i have driving clas..,10,sorri datoday wont come playi drive clas,0
ham,I'm really sorry I lit your hair on fire,9,realli sorri lit hair fire,0
ham,"Oh! Shit, I thought that was your trip! Loooooool ... That just makes SO much more sense now ... *grins* and the sofa reference was ... The \sleep on a couch\"" link you sent me ... Wasn't that how you went on your trip ? Oh ... And didn't your babe go with you for that celebration with your rents?""",60,oh shit thought trip loooooool make much sen grin sofa refer sleep couch link sent wasnt went trip oh didnt babe go celebr rent,0
ham,Okey dokey swashbuckling stuff what oh.,6,okey dokey swashbuckl stuff oh,0
ham,"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?",16,watch cartoon listen music amp eve go templ amp church,0
ham,1. Tension face 2. Smiling face 3. Waste face 4. Innocent face 5.Terror face 6.Cruel face 7.Romantic face 8.Lovable face 9.decent face  &lt;#&gt; .joker face.,26,tension face smile face wast face innoc face face face face face face ltgt joker face,0
ham,Dip's cell dead. So i m coming with him. U better respond else we shall come back.,17,dip cell dead come better respond el shall come back,0
ham,Well. You know what i mean. Texting,7,well know mean text,0
ham,Hi dis is yijue i would be happy to work wif Ì_ all for gek1510...,15,hi dis yiju would happi work wif ì,0
ham,Lol! Oops sorry! Have fun. ,6,lol oop sorri fun,0
ham,Wat happened to the cruise thing,6,wat happen crui thing,0
ham,"I know dat feelin had it with Pete! Wuld get with em , nuther place nuther time mayb?",18,know dat feelin pete wuld get em nuther place nuther time mayb,0
spam,lyricalladie(21/F) is inviting you to be her friend. Reply YES-910 or NO-910. See her: www.SMS.ac/u/hmmross STOP? Send STOP FRND to 62468,21,invit friend repli see stop send stop frnd,1
ham,The world's most happiest frnds never have the same characters... Dey just have the best understanding of their differences...,19,world happiest frnds never charact dey best understand differ,0
spam,No 1 POLYPHONIC tone 4 ur mob every week! Just txt PT2 to 87575. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,31,polyphon tone ur mob everi week txt tone free get txtin tell ur friend repli hl,1
ham,Yeah just open chat and click friend lists. Then make the list. Easy as pie,15,yeah open chat click friend list make list easi pie,0
ham,alright tyler's got a minor crisis and has to be home sooner than he thought so be here asap,19,alright tyler got minor crisi home sooner thought asap,0
ham,When/where do I pick you up,6,whenwher pick,0
ham,As usual u can call me ard 10 smth.,9,usual call ard smth,0
ham,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!",27,new theori argument win situat lose person dont argu ur friend kick amp say alway correct,0
ham,For many things its an antibiotic and it can be used for chest abdomen and gynae infections even bone infections.,20,mani thing antibiot use chest abdomen gyna infect even bone infect,0
ham,Poor girl can't go one day lmao,7,poor girl cant go one day lmao,0
ham,Or just do that 6times,5,,0
spam,Todays Vodafone numbers ending with 4882 are selected to a receive a å£350 award. If your number matches call 09064019014 to receive your å£350 award.,25,today vodafon number end select receiv å£ award number match call receiv å£ award,1
ham,You have to pls make a note of all she.s exposed to. Also find out from her school if anyone else was vomiting. Is there a dog or cat in the house? Let me know later.,36,pls make note shes expo also find school anyon el vomit dog cat hous let know later,0
ham,"Japanese Proverb: If one Can do it, U too Can do it, If none Can do it,U must do it Indian version: If one Can do it, LET HIM DO it.. If none Can do it,LEAVE it!! And finally Kerala version: If one can do it, Stop him doing it.. If none can do it, Make a strike against it ...",61,japan proverb one none itu must indian version one let none itleav final kerala version one stop none make strike,0
ham,Sounds like there could be a lot of time spent in that chastity device boy ... *grins* ... Or take your beatings like a good dog. Going to lounge in a nice long bath now ?,36,sound like could lot time spent chastiti devic boy grin take beat like good dog go loung nice long bath,0
ham,Its worse if if uses half way then stops. Its better for him to complete it.,16,wor use half way stop better complet,0
ham,Miserable. They don't tell u that the side effects of birth control are massive gut wrenching cramps for the first 2 months. I didn't sleep at all last night.,29,miser dont tell side effect birth control massiv gut wrench cramp first month didnt sleep last night,0
ham,Send me the new number,5,send new number,0
ham,Convey my regards to him,5,convey regard,0
spam,Want the latest Video handset? 750 anytime any network mins? Half price line rental? Reply or call 08000930705 for delivery tomorrow,21,want latest video handset anytim network min half price line rental repli call deliveri tomorrow,1
ham,2 and half years i missed your friendship:-),8,half year miss friendship,0
ham,I cant pick the phone right now. Pls send a message,11,cant pick phone right pls send messag,0
ham,Oh for fuck's sake she's in like tallahassee,8,oh fuck sake shes like tallahass,0
ham,"Haha, that was the first person I was gonna ask",10,haha first person gonna ask,0
spam,"ou are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a å£500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18",25,ou guarant latest nokia phone ipod player å£ prize txt word collect ibhltd,1
ham,Taka lor. Wat time u wan 2 come n look 4 us?,12,taka lor wat time wan come n look us,0
spam,* FREE* POLYPHONIC RINGTONE Text SUPER to 87131 to get your FREE POLY TONE of the week now! 16 SN PoBox202 NR31 7ZS subscription 450pw,25,free polyphon rington text super get free poli tone week sn subscript,1
ham,"\I;m reaching in another 2 stops.\""""",6,reach anoth stop,0
ham,"no, i *didn't* mean to post it. I wrote it, and like so many other times i've ritten stuff to you, i let it sit there. it WAS what i was feeling at the time. I was angry. Before i left, i hit send, then stop. It wasn't there. I checked on my phone when i got to my car. It wasn't there. You said you didn't sleep, you were bored. So why wouldn't THAT be the time to clean, fold laundry, etc.? At least make the bed?",88,didnt mean post wrote like mani time ive ritten stuff let sit feel time angri left hit send stop wasnt check phone got car wasnt said didnt sleep bore wouldnt time clean fold laundri etc least make bed,0
spam,Warner Village 83118 C Colin Farrell in SWAT this wkend @Warner Village & get 1 free med. Popcorn!Just show msg+ticket@kiosk.Valid 4-7/12. C t&c @kiosk. Reply SONY 4 mre film offers,30,warner villag colin farrel swat wkend warner villag get free med popcornjust show msgticketkioskvalid tc kiosk repli soni mre film offer,1
ham,Will you come online today night,6,come onlin today night,0
ham,Then anything special?,3,anyth special,0
ham,"I'm in solihull, | do you want anything?",8,solihul want anyth,0
ham,Will do. Have a good day,6,good day,0
ham,WE REGRET TO INFORM U THAT THE NHS HAS MADE A MISTAKE.U WERE NEVER ACTUALLY BORN.PLEASE REPORT 2 YOR LOCAL HOSPITAL 2B TERMINATED.WE R SORRY 4 THE INCONVENIENCE,28,regret inform nhs made mistakeu never actual bornplea report yor local hospit terminatedw r sorri inconveni,0
ham,Love that holiday Monday feeling even if I have to go to the dentists in an hour,17,love holiday monday feel even go dentist hour,0
ham,I am on the way to tirupur.,7,way tirupur,0
spam,"Goal! Arsenal 4 (Henry, 7 v Liverpool 2 Henry scores with a simple shot from 6 yards from a pass by Bergkamp to give Arsenal a 2 goal margin after 78 mins.",32,goal arsenal henri v liverpool henri score simpl shot yard pass bergkamp give arsenal goal margin min,1
ham,You've already got a flaky parent. It'snot supposed to be the child's job to support the parent...not until they're The Ride age anyway. I'm supposed to be there to support you. And now i've hurt you. unintentional. But hurt nonetheless.,40,youv alreadi got flaki parent itsnot suppo child job support parentnot theyr ride age anyway suppo support ive hurt unint hurt nonetheless,0
ham,We took hooch for a walk toaday and i fell over! Splat! Grazed my knees and everything! Should have stayed at home! See you tomorrow! ,26,took hooch walk toaday fell splat graze knee everyth stay home see tomorrow,0
ham,"Just dropped em off, omw back now",7,drop em omw back,0
spam,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. BT-national-rate",30,time tri contact pound prize claim easi call per min btnationalr,1
ham,Sitting in mu waiting for everyone to get out of my suite so I can take a shower,18,sit mu wait everyon get suit take shower,0
ham,Re your call; You didn't see my facebook huh?,9,call didnt see facebook huh,0
ham,"G says you never answer your texts, confirm/deny",8,g say never answer text confirmdeni,0
ham,"Its so common hearin How r u? Wat r u doing? How was ur day? So let me ask u something different. Did u smile today? If not, do it now.... Gud evng.",33,common hearin r wat r ur day let ask someth differ smile today gud evng,0
ham,Hi Dear Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem at least tell me. Wating for your reply.,32,hi dear call urgnt dont know problem dont want work problem least tell wate repli,0
ham,Oh yah... We never cancel leh... Haha ,8,oh yah never cancel leh haha,0
ham,We can go 4 e normal pilates after our intro...  ,12,go e normal pilat intro,0
ham,Ok... Let u noe when i leave my house.,9,ok let noe leav hous,0
ham,"Oh yes, why is it like torture watching england?",9,oh yes like tortur watch england,0
ham,Wanna do some art?! :D,5,wanna art,0
ham,Just hopeing that wasnÛ÷t too pissed up to remember and has gone off to his sisters or something!,18,hope wasnû÷t piss rememb gone sister someth,0
spam,"Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!",32,got take take part wrc ralli oz lucozad energi text ralli le see pack lucozadecoukwrc itcould,1
spam,"Hi, the SEXYCHAT girls are waiting for you to text them. Text now for a great night chatting. send STOP to stop this service",24,hi sexychat girl wait text text great night chat send stop stop servic,1
ham,"Good morning, my boytoy! How's those yummy lips ? Where's my sexy buns now ? What do you do ? Do you think of me ? Do you crave me ? Do you need me ?",36,good morn boytoy yummi lip sexi bun think crave need,0
ham,Match started.india  &lt;#&gt;  for 2,7,match startedindia ltgt,0
ham,Once free call me sir.,5,free call sir,0
ham,Hey do you want anything to buy:),7,hey want anyth buy,0
ham,"Hey babe, how's it going ? Did you ever figure out where your going for New Years ?",18,hey babe go ever figur go new year,0
ham,K..k.:)congratulation ..,2,kkcongratul,0
ham,G wants to know where the fuck you are,9,g want know fuck,0
ham,No it was cancelled yeah baby! Well that sounds important so i understand my darlin give me a ring later on this fone love Kate x,26,cancel yeah babi well sound import understand darlin give ring later fone love kate x,0
ham,Tomarrow i want to got to court. At  &lt;DECIMAL&gt; . So you come to bus stand at 9.,19,tomarrow want got court ltdecimalgt come bus stand,0
ham,ÌÏ go home liao? Ask dad to pick me up at 6...,12,ìï go home liao ask dad pick,0
ham,Omg you can make a wedding chapel in frontierville? Why do they get all the good stuff?,17,omg make wed chapel frontiervil get good stuff,0
ham,"I'm eatin now lor, but goin back to work soon... E mountain deer show huh... I watch b4 liao, very nice...",21,eatin lor goin back work soon e mountain deer show huh watch liao nice,0
ham,Check mail.i have mailed varma and kept copy to you regarding membership.take care.insha allah.,14,check maili mail varma kept copi regard membershiptak careinsha allah,0
ham,Wrong phone! This phone! I answer this one but assume the other is people i don't well,17,wrong phone phone answer one assum peopl dont well,0
ham,"Anyway I don't think I can secure anything up here, lemme know if you want me to drive down south and chill",22,anyway dont think secur anyth lemm know want drive south chill,0
ham,I'm already back home so no probably not,8,alreadi back home probabl,0
spam,Great News! Call FREEFONE 08006344447 to claim your guaranteed å£1000 CASH or å£2000 gift. Speak to a live operator NOW!,20,great news call freefon claim guarant å£ cash å£ gift speak live oper,1
spam,"Hi this is Amy, we will be sending you a free phone number in a couple of days, which will give you an access to all the adult parties...",29,hi ami send free phone number coupl day give access adult parti,1
ham,I am in bus on the way to calicut,9,bus way calicut,0
ham,Hi its me you are probably having too much fun to get this message but i thought id txt u cos im bored! and james has been farting at me all night,32,hi probabl much fun get messag thought id txt cos bore jame fart night,0
ham,hi baby im sat on the bloody bus at the mo and i wont be home until about 7:30 wanna do somethin later? call me later ortxt back jess xx,30,hi babi sat bloodi bus mo wont home wanna somethin later call later ortxt back jess xx,0
spam,"Welcome to Select, an O2 service with added benefits. You can now call our specially trained advisors FREE from your mobile by dialling 402.",24,welcom select servic ad benefit call special train advisor free mobil diall,1
ham,I lost 4 pounds since my doc visit last week woot woot! Now I'm gonna celebrate by stuffing my face!,20,lost pound sinc doc visit last week woot woot gonna celebr stuf face,0
ham,U coming back 4 dinner rite? Dad ask me so i re confirm wif u...,15,come back dinner rite dad ask confirm wif,0
ham,Doing my masters. When will you buy a bb cos i have for sale and how's bf,17,master buy bb cos sale bf,0
ham,"Ahhhh...just woken up!had a bad dream about u tho,so i dont like u right now :) i didnt know anything about comedy night but i guess im up for it.",30,ahhhhjust woken uphad bad dream thoso dont like right didnt know anyth comedi night guess,0
ham,I'm vivek:)i got call from your number.,7,viveki got call number,0
ham,Why didn't u call on your lunch?,7,didnt call lunch,0
ham,"What i mean was i left too early to check, cos i'm working a 9-6.",15,mean left ear check cos work,0
ham,I want  &lt;#&gt;  rs da:)do you have it?,10,want ltgt rs dado,0
ham,"A bit of Ur smile is my hppnss, a drop of Ur tear is my sorrow, a part of Ur heart is my life, a heart like mine wil care for U, forevr as my GOODFRIEND",36,bit ur smile hppnss drop ur tear sorrow part ur heart life heart like mine wil care forevr goodfriend,0
ham,Yup ok...,2,yup ok,0
ham,I want to see your pretty pussy...,7,want see pretti pussi,0
spam,Dear Voucher holder Have your next meal on us. Use the following link on your pc 2 enjoy a 2 4 1 dining experiencehttp://www.vouch4me.com/etlp/dining.asp,24,dear voucher holder next meal us use follow link pc enjoy dine experi,1
ham,"A few people are at the game, I'm at the mall with iouri and kaila",15,peopl game mall iouri kaila,0
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a å£2000 prize GUARANTEED. Call 09058094507 from land line. Claim 3030. Valid 12hrs only,28,urgent tri contact today draw show å£ prize guarant call land line claim valid,1
spam,You can donate å£2.50 to UNICEF's Asian Tsunami disaster support fund by texting DONATE to 864233. å£2.50 will be added to your next bill,24,donat å£ unicef asian tsunami disast support fund text donat å£ ad next bill,1
ham,Future is not what we planned for tomorrow.....! it is the result of what we do today...! Do the best in present... enjoy the future.,25,futur plan tomorrow result today best present enjoy futur,0
ham,I will cme i want to go to hos 2morow. After that i wil cme. This what i got from her dear what to do. She didnt say any time,30,cme want go hos wil cme got dear didnt say time,0
ham,We are supposed to meet to discuss abt our trip... Thought xuhui told you? In the afternoon. Thought we can go for lesson after that,25,suppo meet discuss abt trip thought xuhui told afternoon thought go lesson,0
ham,Hey come online! Use msn... We are all there,9,hey come onlin use msn,0
ham,I'm fine. Hope you are good. Do take care.,9,fine hope good take care,0
ham,Oops I was in the shower when u called. Hey a parking garage collapsed at university hospital. See I'm not crazy. Stuff like that DOES happen.,26,oop shower call hey park garag collap univ hospit see crazi stuff like happen,0
ham,Aiyo u so poor thing... Then u dun wan 2 eat? U bathe already?,14,aiyo poor thing dun wan eat bath alreadi,0
ham,Yar... I tot u knew dis would happen long ago already.,11,yar tot knew dis would happen long ago alreadi,0
ham,You are gorgeous! keep those pix cumming :) thank you!,10,gorgeous keep pix cum thank,0
ham,"A boy was late 2 home. His father: \POWER OF FRNDSHIP\""""",11,boy late home father power frndship,0
ham,JADE ITS PAUL. Y DIDNåÕT U TXT ME? DO U REMEMBER ME FROM BARMED? I WANT 2 TALK 2 U! TXT ME,22,jade paul didnåõt txt rememb barm want talk txt,0
ham,Spending new years with my brother and his family. Lets plan to meet next week. Are you ready to be spoiled? :),22,spend new year brother famili let plan meet next week readi spoil,0
ham,So what u doing today?,5,today,0
ham,I said its okay. Sorry,5,said okay sorri,0
ham,Slept? I thinkThis time ( &lt;#&gt;  pm) is not dangerous,11,slept thinkthi time ltgt pm danger,0
ham,Networking job is there.,4,network job,0
spam,goldviking (29/M) is inviting you to be his friend. Reply YES-762 or NO-762 See him: www.SMS.ac/u/goldviking STOP? Send STOP FRND to 62468,22,goldvik invit friend repli see stop send stop frnd,1
ham,Dont let studying stress you out. L8r.,7,dont let studi stress,0
ham,That's y u haf 2 keep me busy...,8,haf keep busi,0
ham,No rushing. I'm not working. I'm in school so if we rush we go hungry.,15,rush work school rush go hungri,0
ham,Which channel:-):-):):-).,2,channel,0
ham,So your telling me I coulda been your real Valentine and I wasn't? U never pick me for NOTHING!!,19,tell coulda real valentin wasnt never pick noth,0
spam,Phony å£350 award - Todays Voda numbers ending XXXX are selected to receive a å£350 award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app,31,phoni å£ award today voda number end xxxx select receiv å£ award match plea call quot claim code standard rate app,1
ham,"We made it! Eta at taunton is 12:30 as planned, hope thatÛ÷s still okday?! Good to see you! :-xx",19,made eta taunton plan hope thatû÷ still okday good see xx,0
ham,I'm hungry buy smth home...,5,hungri buy smth home,0
ham,\HEY KATE,2,hey kate,0
ham,My drive can only be read. I need to write,10,drive read need write,0
ham,"Just looked it up and addie goes back Monday, sucks to be her",13,look addi goe back monday suck,0
ham,Happy new year. Hope you are having a good semester,10,happi new year hope good semest,0
ham,Esplanade lor. Where else...,4,esplanad lor el,0
ham,Can you talk with me..,5,talk,0
ham,"Hmph. Go head, big baller.",5,hmph go head big baller,0
ham,Well its not like you actually called someone a punto. That woulda been worse.,14,well like actual call someon punto woulda wor,0
ham,"Nope. Since ayo travelled, he has forgotten his guy",9,nope sinc ayo travel forgotten guy,0
ham,You still around? Looking to pick up later,8,still around look pick later,0
spam,CDs 4u: Congratulations ur awarded å£500 of CD gift vouchers or å£125 gift guaranteed & Freeentry 2 å£100 wkly draw xt MUSIC to 87066 TnCs www.ldew.com1win150ppmx3age16 ,27,cds congratul ur award å£ cd gift voucher å£ gift guarant freeentri å£ wkli draw xt music tncs,1
ham,There's someone here that has a year  &lt;#&gt;  toyota camry like mr olayiwola's own. Mileage is  &lt;#&gt; k.its clean but i need to know how much will it sell for. If i can raise the dough for it how soon after landing will it sell. Holla back.,50,someon year ltgt toyota camri like mr olayiwola mileag ltgt kit clean need know much sell rai dough soon land sell holla back,0
ham,Guess which pub im in? Im as happy as a pig in clover or whatever the saying is! ,19,guess pub happi pig clover whatev say,0
ham,ILL B DOWN SOON,4,ill b soon,0
ham,Oh k. . I will come tomorrow,7,oh k come tomorrow,0
ham,Go fool dont cheat others ok,6,go fool dont cheat ok,0
ham,"My mobile number.pls sms ur mail id.convey regards to achan,amma.Rakhesh.Qatar",10,mobil numberpl sms ur mail idconvey regard achanammarakheshqatar,0
ham,"By the way, 'rencontre' is to meet again. Mountains dont....",10,way rencontr meet mountain dont,0
spam,You have WON a guaranteed å£1000 cash or a å£2000 prize. To claim yr prize call our customer service representative on 08714712412 between 10am-7pm Cost 10p,26,guarant å£ cash å£ prize claim yr prize call custom servic repr cost,1
ham,U attend ur driving lesson how many times a wk n which day?,13,attend ur drive lesson mani time wk n day,0
ham,"Uncle G, just checking up on you. Do have a rewarding month",12,uncl g check reward month,0
ham,Hello boytoy ! Geeee ... I'm missing you today. I like to send you a tm and remind you I'm thinking of you ... And you are loved ... *loving kiss*,31,hello boytoy geeee miss today like send tm remind think love love kiss,0
ham,I think the other two still need to get cash but we can def be ready by 9,18,think two still need get cash def readi,0
ham,Hey gals...U all wanna meet 4 dinner at nÌÂte? ,10,hey galsu wanna meet dinner nìâte,0
spam,Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs,22,dear uve invit xchat final attempt contact txt chat ldn,1
ham,Babe ! What are you doing ? Where are you ? Who are you talking to ? Do you think of me ? Are you being a good boy? Are you missing me? Do you love me ?,38,babe talk think good boy miss love,0
ham,Great! How is the office today?,6,great offic today,0
ham,"It's cool, we can last a little while. Getting more any time soon?",13,cool last littl get time soon,0
ham,:-( sad puppy noise,4,sad puppi noi,0
ham,Yes its possible but dint try. Pls dont tell to any one k,13,yes possibl dint tri pls dont tell one k,0
ham,Anyway holla at me whenever you're around because I need an excuse to go creep on people in sarasota,19,anyway holla whenev around need excus go creep peopl sarasota,0
ham,Where you. What happen,4,happen,0
ham,I was gonna ask you lol but i think its at 7,12,gonna ask lol think,0
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/meg. CC: 08718720201 HG/Suite342/2lands Row/W1j6HL,22,ur cashbal current pound maxim ur cashin send go cc,1
spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08715203685 Identifier Code:4xx26 Expires 13/10/04,17,privat account statement show unredeem sim point call identifi expir,1
ham,Go chase after her and run her over while she's crossing the street,13,go chase run shes cross street,0
spam,I'd like to tell you my deepest darkest fantasies. Call me 09094646631 just 60p/min. To stop texts call 08712460324 (nat rate),21,id like tell deepest darkest fantasi call stop text call nat rate,1
ham,Is there coming friday is leave for pongal?do you get any news from your work place.,16,come friday leav pongaldo get news work place,0
ham,Hey... Very inconvenient for your sis a not huh?,9,hey inconveni sis huh,0
ham,Ok i vl..do u know i got adsense approved..,9,ok vldo know got adsen approv,0
ham,"* Was really good to see you the other day dudette, been missing you!",14,realli good see day dudett miss,0
ham,I want to go to perumbavoor,6,want go perumbavoor,0
ham,How many times i told in the stage all use to laugh. You not listen aha.,16,mani time told stage use laugh listen aha,0
spam,You won't believe it but it's true. It's Incredible Txts! Reply G now to learn truly amazing things that will blow your mind. From O2FWD only 18p/txt,27,wont believ true incr txts repli g learn truli amaz thing blow mind,1
ham,(You didn't hear it from me),6,didnt hear,0
ham,Thanks for being there for me just to talk to on saturday. You are very dear to me. I cherish having you as a brother and role model.,28,thank talk saturday dear cherish brother role model,0
ham,Pls clarify back if an open return ticket that i have can be preponed for me to go back to kerala.,21,pls clarifi back open return ticket prepon go back kerala,0
spam,Natalie (20/F) is inviting you to be her friend. Reply YES-165 or NO-165 See her: www.SMS.ac/u/natalie2k9 STOP? Send STOP FRND to 62468,22,natali invit friend repli see stop send stop frnd,1
ham,She ran off with a younger man. we will make pretty babies together :),14,ran younger man make pretti babi togeth,0
spam,Jamster! To get your free wallpaper text HEART to 88888 now! T&C apply. 16 only. Need Help? Call 08701213186.,19,jamster get free wallpap text heart tc appli need help call,1
ham,O ic lol. Should play 9 doors sometime yo,9,ic lol play door sometim yo,0
ham,"Dunno, my dad said he coming home 2 bring us out 4 lunch. Yup i go w u lor. I call u when i reach school lor...",27,dunno dad said come home bring us lunch yup go w lor call reach school lor,0
ham,"We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us",18,sent jd custom servic cum account execut ur mail id detail contact us,0
ham,Desires- u going to doctor 4 liver. And get a bit stylish. Get ur hair managed. Thats it.,18,desir go doctor liver get bit stylish get ur hair manag,0
ham,Hmmm.still we dont have opener?,5,hmmmstill dont open,0
ham,Yeah so basically any time next week you can get away from your mom &amp; get up before 3,19,yeah basic time next week get away mom amp get,0
ham,"Edison has rightly said, \A fool can ask more questions than a wise man can answer\"" Now you know why all of us are speechless during ViVa.. GM",28,edison right said fool ask question wise man answer know us speechless viva gm,0
ham,I will vote for wherever my heart guides me,9,vote wherev heart guid,0
ham,With my sis lor... We juz watched italian job.,9,sis lor juz watch italian job,0
